team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2017,Minnesota Wild,5on5,82,0.53,0.47,0.48,241241,1880.45,158.78,128.25,435.01,60.31,1025.04,795.61,153.5,160.67,155.35,1955,648,831,3434,160,158,31,445,59,793,988,1795,2443,258,549,1870,1276,397,411,1933,541,129,56.22,66.42,36.14,62,70,28,3477.8,2603,2628.11,256,26.59,32.46,32.72,152.64,154.41,151.88,1982.83,139.97,127.76,474.13,64.94,1128.31,869.88,136.55,139.32,135.9,1980,825,1039,3844,144,114,20,500,66,896,1085,1836,2661,247,535,1890,1416,317,468,2273,439,93,62.82,52.04,25.1,65,49,30,3805.71,2805,2783.44,279,26.16,21.67,21.82,144.31,143.59,141.54
DAL,2017,Dallas Stars,5on5,82,0.53,0.51,0.51,236379,1918.89,154.74,123.89,463.2,63.81,1056.09,819.27,149.46,154.87,149.63,1928,753,1046,3727,149,147,25,451,75,831,1028,1779,2532,290,654,2086,1709,374,560,2045,504,132,57.1,60.45,37.19,63,56,30,3728.02,2681,2679.82,316,25.59,31.68,32.01,148.31,148.38,146.12,1813.62,136.24,114.77,440.76,59.68,1015.42,798.12,132.71,136.92,133.35,1849,716,1012,3577,135,121,22,423,72,838,976,1714,2430,248,567,1852,1585,357,609,2047,424,94,57.61,52.18,26.46,77,37,21,3586.61,2565,2573.46,350,23.57,24.12,24.45,135.37,136.0,134.17
NYI,2017,New York Islanders,5on5,82,0.47,0.47,0.47,243713,1925.49,157.04,130.24,441.26,62.49,1090.34,852.63,152.65,157.24,152.82,2003,731,1007,3741,177,116,26,451,74,907,1009,1826,2557,237,521,1883,1703,442,760,2100,525,109,62.53,62.98,31.54,73,62,42,3724.96,2734,2728.77,407,26.78,25.07,25.21,158.61,158.54,156.16,2208.59,178.44,148.77,516.83,73.38,1244.98,943.61,173.23,180.2,174.93,2281,825,1034,4140,190,147,37,622,94,903,1150,2091,2916,245,549,1985,1564,562,736,2387,590,129,71.25,70.0,37.2,72,75,43,4181.59,3106,3132.48,387,30.57,31.1,31.34,177.67,179.46,176.04
NJD,2017,New Jersey Devils,5on5,82,0.5,0.49,0.49,240117,2008.63,160.48,126.73,478.43,66.45,1095.45,846.44,155.95,161.21,156.65,2022,752,817,3591,162,137,32,468,94,797,1116,1860,2612,249,549,1818,1647,544,543,2114,535,125,59.59,64.65,36.23,69,50,43,3601.54,2774,2782.34,333,26.13,28.85,28.99,157.61,158.32,156.13,2056.91,158.03,129.78,487.63,66.69,1142.11,894.76,153.69,158.39,154.04,2024,855,916,3795,167,115,26,560,98,908,1031,1857,2712,253,553,2071,1791,545,531,2260,511,108,66.22,61.72,30.1,67,71,29,3794.79,2879,2882.31,300,26.62,24.13,24.31,160.34,160.44,158.08
NSH,2017,Nashville Predators,5on5,82,0.51,0.51,0.52,236626,2044.99,156.14,131.84,481.6,65.61,1140.16,880.64,152.19,158.96,154.91,2040,816,997,3853,168,125,33,495,87,950,1031,1872,2688,299,658,2118,1539,520,622,2244,491,121,64.06,59.31,32.78,58,70,40,3933.96,2856,2901.79,368,27.15,24.27,24.9,158.4,161.01,158.36,1941.23,152.36,126.51,453.7,62.55,1062.49,832.39,147.96,150.75,146.43,1987,703,940,3630,128,121,17,576,62,823,980,1859,2562,268,599,1805,1524,476,630,2083,490,117,60.48,59.44,32.43,57,45,26,3560.27,2690,2648.47,377,26.07,24.08,24.77,153.66,152.08,150.03
TBL,2017,Tampa Bay Lightning,5on5,82,0.52,0.52,0.51,237108,2080.3,172.01,140.11,482.03,66.91,1164.41,898.59,166.34,173.78,168.0,2097,828,954,3879,197,133,28,429,137,975,1054,1900,2728,289,630,1884,1597,466,542,2177,620,128,65.03,73.82,33.16,81,81,35,3945.31,2925,2964.68,307,28.92,26.68,26.91,173.95,175.46,172.35,1966.47,155.82,131.14,463.47,64.05,1103.05,840.47,151.24,154.86,150.31,2072,686,874,3632,147,118,27,398,140,876,1079,1925,2611,292,635,2010,1593,443,590,2153,493,112,65.6,58.76,31.46,62,56,29,3585.74,2758,2730.16,355,27.01,25.24,25.28,157.54,156.41,154.07
FLA,2017,Florida Panthers,5on5,82,0.49,0.49,0.5,236931,2118.88,159.88,131.37,498.26,70.06,1170.87,935.56,155.19,160.48,155.81,2176,790,837,3803,167,165,27,500,84,888,1162,2009,2799,283,691,2066,1574,625,877,2352,507,107,69.42,60.25,30.21,75,59,33,3820.03,2966,2974.78,495,26.94,30.69,31.15,155.67,156.36,154.09,2099.47,168.51,133.79,488.31,70.3,1165.4,938.68,163.8,169.44,164.65,2201,764,964,3929,170,149,30,535,82,884,1146,2031,2795,290,719,1984,1380,552,731,2281,559,125,66.68,66.77,35.07,61,72,37,3916.59,2965,2961.1,399,27.52,29.71,30.07,165.97,166.29,163.87
TOR,2017,Toronto Maple Leafs,5on5,82,0.51,0.5,0.49,245818,2033.39,181.31,132.73,482.62,67.88,1137.95,871.41,175.15,182.52,176.3,2079,851,1039,3969,189,123,29,491,64,937,1127,1890,2741,230,498,2177,1533,593,863,2155,646,129,68.92,77.58,34.82,72,88,29,4029.16,2930,2961.17,569,27.53,24.87,25.24,179.96,181.07,177.38,2160.4,176.37,137.1,522.11,70.91,1209.72,936.21,170.63,176.27,170.51,2216,871,907,3994,158,135,23,478,96,1055,1165,2058,2929,221,476,1989,1820,513,808,2382,580,125,72.03,68.9,35.44,64,59,35,3949.45,3087,3065.77,567,28.23,27.41,27.44,175.0,174.87,171.06
BOS,2017,Boston Bruins,5on5,82,0.54,0.54,0.54,241620,2112.43,171.04,137.45,496.39,70.09,1161.8,912.22,165.42,172.05,166.35,2106,843,967,3916,166,135,33,593,89,904,1062,1940,2783,272,642,1999,1778,562,600,2283,526,140,68.69,62.05,40.3,69,57,40,3949.81,2949,2966.87,289,28.32,30.37,30.76,168.6,169.18,166.11,1808.64,144.4,116.18,426.69,59.17,1001.42,784.13,140.09,144.52,140.16,1800,732,841,3373,138,104,23,436,78,786,990,1662,2394,283,662,1936,2082,696,786,1940,489,103,55.46,59.01,29.94,54,55,29,3347.98,2532,2522.05,392,23.95,22.71,23.49,144.86,144.77,142.54
NYR,2017,New York Rangers,5on5,82,0.47,0.46,0.46,243730,1927.31,156.86,125.92,448.15,62.56,1058.57,835.93,151.88,156.28,151.31,1988,700,845,3533,150,124,29,524,70,785,1035,1838,2538,244,536,1872,1589,588,826,2042,521,125,59.91,63.13,33.83,54,59,37,3481.97,2688,2655.89,483,26.02,25.73,25.97,156.91,156.11,153.71,2232.44,175.05,143.02,532.73,74.26,1244.43,980.57,168.95,177.2,171.03,2327,824,1013,4164,183,174,37,500,80,1004,1210,2144,2968,245,547,1910,1551,561,777,2435,571,145,67.41,67.67,39.97,80,68,35,4243.56,3151,3202.59,425,29.38,34.48,35.19,169.18,171.17,168.29
