team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CGY,2022,Calgary Flames,5on5,82,0.55,0.57,0.57,239775,2327.88,192.77,149.24,571.06,77.8,1270.95,952.18,186.29,193.53,187.04,2290,924,1135,4349,182,226,33,585,48,923,1250,2108,3032,271,607,1943,1812,498,594,2440,583,191,68.84,71.22,52.71,71,74,37,4373.19,3214,3231.21,308,30.76,43.04,43.04,180.49,181.26,178.36,1771.01,159.77,116.06,426.98,58.5,942.38,719.32,154.22,160.85,155.25,1702,721,807,3230,169,167,26,426,77,664,920,1533,2254,270,597,1895,1617,550,687,1777,483,163,54.19,60.01,45.58,70,59,40,3237.45,2423,2432.11,401,24.07,33.64,33.95,149.89,150.74,148.55
EDM,2022,Edmonton Oilers,5on5,82,0.54,0.52,0.52,239362,2074.91,192.77,142.46,481.82,67.7,1120.27,839.98,184.98,195.81,187.99,2092,753,961,3806,193,164,16,449,61,967,1011,1899,2652,278,604,1862,1760,599,723,1998,674,173,62.94,83.5,46.32,83,83,27,3895.05,2845,2901.23,414,29.6,33.29,33.06,189.31,192.41,188.11,1938.91,163.97,125.41,468.02,63.54,1053.95,786.09,159.33,162.96,158.35,1962,699,812,3473,169,161,31,478,46,877,930,1793,2492,273,592,1850,1873,588,669,1994,525,142,60.53,63.64,39.81,72,59,38,3426.22,2661,2634.09,385,25.92,31.3,31.56,158.32,157.15,154.8
CHI,2022,Chicago Blackhawks,5on5,82,0.43,0.44,0.44,245804,1762.24,147.83,114.22,430.17,58.09,946.2,715.48,143.59,146.37,142.15,1718,694,812,3224,136,151,22,359,46,763,957,1582,2276,239,547,1818,1845,580,670,1815,441,156,49.05,55.36,43.43,53,47,36,3153.77,2412,2375.04,398,23.67,31.67,31.72,139.78,138.42,136.46,2228.0,199.38,151.14,535.66,73.27,1212.77,891.85,192.65,203.09,196.27,2227,838,1057,4122,208,201,36,379,69,1072,1136,2019,2857,239,546,1662,1451,494,529,2237,622,206,65.61,76.72,57.06,91,69,48,4236.12,3065,3135.44,248,31.34,41.99,42.13,188.6,192.12,188.67
ANA,2022,Anaheim Ducks,5on5,82,0.4,0.43,0.42,243565,1800.71,147.26,115.63,434.05,59.02,962.39,746.66,141.7,145.01,139.55,1802,663,836,3301,144,176,24,378,46,776,946,1658,2321,298,672,1690,1214,379,555,1852,488,125,52.18,60.27,34.82,62,55,27,3202.42,2465,2408.89,314,23.91,33.14,32.97,138.2,135.94,133.76,2472.21,221.12,170.21,585.3,82.33,1379.68,1008.36,211.99,226.71,217.33,2540,907,989,4436,224,265,24,500,83,1110,1265,2316,3223,257,598,1979,1340,466,603,2531,709,207,77.25,87.47,56.4,90,98,36,4607.13,3447,3556.82,280,35.17,52.29,52.59,203.68,208.75,204.39
PIT,2022,Pittsburgh Penguins,5on5,82,0.53,0.52,0.52,237670,2214.24,204.07,152.24,535.02,75.0,1202.88,892.86,195.51,205.13,196.52,2208,855,1053,4116,168,241,23,443,66,1017,1128,2040,2895,255,532,1899,2105,559,665,2185,665,213,63.26,82.82,58.0,64,69,35,4136.3,3063,3078.48,342,31.68,48.6,48.8,186.88,187.58,183.73,2027.17,178.71,136.88,486.89,67.59,1106.85,827.08,172.77,179.44,173.48,2057,747,975,3779,173,178,27,374,46,959,1074,1884,2631,266,561,1733,1982,551,569,2059,588,157,61.5,72.0,45.22,62,76,35,3782.15,2804,2805.6,292,28.36,37.01,37.16,169.93,170.44,167.79
WSH,2022,Washington Capitals,5on5,82,0.5,0.5,0.5,242828,2049.23,178.48,133.69,497.35,68.12,1098.71,833.64,171.05,178.58,171.25,2010,800,1031,3841,174,205,27,445,58,886,1043,1836,2636,260,603,1834,1887,510,663,2044,593,173,59.57,72.18,46.73,65,71,38,3829.07,2810,2804.36,368,27.73,40.47,41.18,165.02,165.27,162.27,2063.79,180.16,135.58,499.81,68.55,1133.42,843.47,174.51,181.12,175.45,2004,857,1012,3873,182,164,26,483,52,884,1096,1822,2679,266,608,1803,1743,549,583,2099,605,157,62.94,73.93,43.3,76,70,36,3900.48,2861,2879.74,318,28.01,33.58,33.75,174.42,175.37,172.53
BOS,2022,Boston Bruins,5on5,82,0.54,0.51,0.52,234630,2058.27,188.6,140.48,485.41,66.86,1096.71,813.02,182.83,191.77,185.96,2058,734,901,3693,200,176,31,486,76,806,1048,1858,2592,290,673,1866,1748,452,619,1983,642,167,61.46,81.06,46.08,91,76,33,3800.5,2792,2863.53,273,29.21,36.59,36.69,181.13,184.4,181.64,1892.46,162.14,126.22,456.22,62.38,1023.25,766.87,156.22,159.44,153.68,1861,737,921,3519,114,176,13,477,69,778,984,1747,2484,297,684,1592,1911,637,697,1919,513,166,54.05,63.04,45.05,41,46,27,3429.88,2598,2544.07,362,26.16,35.5,35.65,152.58,150.35,147.8
FLA,2022,Florida Panthers,5on5,82,0.54,0.54,0.53,231424,2242.22,200.33,151.56,542.11,74.59,1223.39,902.02,192.28,202.14,193.98,2258,836,1055,4149,191,214,32,488,54,1023,1124,2067,2903,318,697,1785,1596,465,580,2272,623,199,66.09,78.29,55.94,81,72,38,4189.11,3094,3121.03,276,31.43,46.11,46.56,185.19,186.62,183.43,1957.98,173.16,132.65,481.04,66.22,1063.26,781.67,166.35,173.23,166.53,1940,758,792,3490,160,185,25,431,75,845,1002,1780,2538,315,698,1895,1582,429,632,1976,556,166,56.3,69.39,47.48,72,58,30,3477.83,2698,2695.34,339,27.52,39.44,39.52,161.17,161.45,158.68
NSH,2022,Nashville Predators,5on5,82,0.48,0.47,0.47,237891,1887.84,181.59,131.29,446.36,62.87,1040.68,751.22,173.28,182.53,174.17,1840,774,980,3594,146,196,36,425,63,845,940,1694,2468,287,678,1793,2100,471,566,1867,563,184,59.35,69.71,52.53,56,46,44,3611.4,2614,2629.69,337,27.32,43.78,44.52,164.4,165.17,161.94,2134.71,199.01,145.96,500.43,70.87,1177.75,857.99,191.77,200.2,192.9,2086,866,1033,3985,153,200,18,486,48,916,1149,1933,2799,272,634,1585,1803,527,575,2102,660,190,66.13,80.84,52.04,51,68,34,3989.76,2952,2950.92,344,30.24,40.52,40.62,188.62,189.32,185.72
NJD,2022,New Jersey Devils,5on5,82,0.56,0.54,0.54,246821,2311.81,209.18,149.3,561.06,77.06,1232.76,921.72,199.75,211.21,201.77,2269,883,1145,4297,197,233,26,412,65,1130,1115,2072,2955,236,514,1878,1275,503,652,2289,665,198,70.53,83.72,54.93,81,83,33,4360.28,3152,3194.52,340,31.0,47.38,47.44,192.73,194.7,190.47,1907.76,164.22,122.78,467.49,65.33,1046.96,789.23,159.11,164.18,159.09,1842,814,990,3646,155,177,29,327,49,930,1018,1687,2501,220,492,1857,1697,476,624,1946,570,140,56.37,69.24,38.6,52,65,38,3621.54,2656,2648.63,335,25.38,34.51,34.65,154.95,154.58,152.44
