team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2021,Winnipeg Jets,5on5,82,0.49,0.49,0.5,243245.0,2015.8,181.06,139.08,470.27,65.84,1140.43,837.33,175.04,181.88,175.83,2047.0,787.0,869.0,3703.0,156.0,150.0,21.0,494.0,51.0,878.0,1105.0,1891.0,2678.0,250.0,568.0,1748.0,1766.0,483.0,727.0,2075.0,603.0,156.0,64.23,74.73,42.09,54.0,68.0,34.0,3734.72,2834.0,2852.33,559.0,28.82,32.05,32.09,177.78,178.56,175.57,2085.51,185.02,142.2,495.72,67.67,1146.51,851.89,178.35,186.0,179.22,2104.0,785.0,902.0,3791.0,162.0,167.0,27.0,453.0,54.0,932.0,1121.0,1942.0,2727.0,264.0,605.0,1662.0,1527.0,458.0,721.0,2095.0,625.0,169.0,61.78,77.55,45.69,53.0,73.0,36.0,3790.23,2889.0,2894.63,522.0,29.47,34.7,35.01,179.49,180.19,177.17
CBJ,2021,Columbus Blue Jackets,5on5,82,0.45,0.48,0.47,243972.0,1962.2,163.27,129.44,458.49,63.71,1088.09,820.99,158.24,163.55,158.55,1948.0,776.0,909.0,3633.0,177.0,139.0,36.0,496.0,76.0,780.0,1056.0,1771.0,2547.0,259.0,545.0,1767.0,1526.0,495.0,523.0,2069.0,524.0,131.0,62.1,63.14,38.04,71.0,63.0,43.0,3618.5,2724.0,2724.87,300.0,26.67,31.32,31.32,158.63,158.77,156.41,2251.24,199.7,154.57,514.04,71.86,1249.02,917.86,192.71,202.21,195.12,2348.0,760.0,863.0,3971.0,214.0,163.0,23.0,544.0,61.0,955.0,1171.0,2134.0,2894.0,241.0,507.0,1833.0,1327.0,479.0,513.0,2264.0,693.0,151.0,71.56,85.53,42.61,88.0,94.0,32.0,4045.58,3108.0,3148.43,266.0,31.87,36.19,36.39,195.11,197.52,194.14
PIT,2021,Pittsburgh Penguins,5on5,82,0.53,0.52,0.53,247079.0,2191.71,184.03,147.46,511.79,70.12,1213.11,905.49,177.38,186.88,180.06,2257.0,775.0,874.0,3906.0,180.0,168.0,30.0,478.0,66.0,991.0,1150.0,2077.0,2852.0,219.0,486.0,1828.0,1861.0,551.0,515.0,2294.0,590.0,148.0,69.65,72.28,42.1,65.0,84.0,31.0,3973.06,3032.0,3074.66,260.0,30.44,35.84,35.84,178.63,181.2,177.96,1960.56,160.12,128.55,468.66,65.12,1069.25,805.3,155.31,159.79,155.03,2048.0,649.0,901.0,3598.0,154.0,172.0,21.0,482.0,64.0,796.0,1029.0,1894.0,2543.0,250.0,546.0,1779.0,2058.0,520.0,500.0,2047.0,505.0,145.0,58.36,61.45,40.32,59.0,63.0,32.0,3574.42,2697.0,2684.13,277.0,26.53,32.98,32.98,153.68,153.48,151.33
NSH,2021,Nashville Predators,5on5,82,0.5,0.5,0.5,236018.0,1888.06,158.2,128.83,443.03,63.82,1084.49,792.62,153.91,159.31,155.0,1878.0,793.0,823.0,3494.0,165.0,133.0,26.0,484.0,68.0,859.0,962.0,1713.0,2506.0,335.0,851.0,1847.0,2328.0,440.0,606.0,2038.0,514.0,119.0,63.77,62.16,32.26,63.0,67.0,35.0,3510.3,2671.0,2680.91,305.0,26.67,26.5,26.5,158.36,159.11,156.74,1911.64,158.48,129.39,443.82,62.53,1087.29,794.5,154.58,158.8,154.88,1955.0,721.0,863.0,3539.0,156.0,104.0,16.0,494.0,81.0,827.0,1014.0,1799.0,2520.0,314.0,807.0,1797.0,1840.0,470.0,558.0,2055.0,504.0,117.0,65.27,61.38,31.84,58.0,66.0,32.0,3535.74,2676.0,2675.67,330.0,26.76,22.68,22.73,162.51,162.77,160.25
VGK,2021,Vegas Golden Knights,5on5,82,0.52,0.53,0.54,249146.0,2218.38,188.51,149.72,537.57,72.98,1233.71,917.52,181.6,189.84,182.9,2279.0,821.0,1047.0,4147.0,183.0,179.0,24.0,558.0,89.0,1032.0,1059.0,2096.0,2917.0,232.0,520.0,1860.0,1582.0,630.0,615.0,2306.0,625.0,169.0,65.95,75.92,46.65,70.0,73.0,40.0,4181.31,3100.0,3118.29,325.0,30.97,36.35,36.57,182.9,184.38,180.86,1919.46,170.93,130.04,451.31,62.67,1059.72,788.32,165.02,171.12,165.19,1954.0,709.0,1077.0,3740.0,166.0,157.0,32.0,380.0,69.0,847.0,1044.0,1788.0,2497.0,221.0,509.0,1953.0,2401.0,567.0,561.0,1945.0,555.0,163.0,56.53,69.08,45.31,65.0,68.0,33.0,3726.19,2663.0,2658.81,295.0,26.93,33.36,33.36,164.51,164.11,161.6
EDM,2021,Edmonton Oilers,5on5,82,0.51,0.52,0.52,243509.0,2127.06,184.39,142.78,490.34,67.61,1169.84,879.05,178.83,185.91,180.29,2161.0,773.0,1014.0,3948.0,181.0,154.0,32.0,492.0,80.0,937.0,1090.0,1980.0,2753.0,245.0,518.0,1889.0,1716.0,530.0,754.0,2161.0,602.0,171.0,64.48,73.48,46.44,55.0,79.0,47.0,3990.54,2934.0,2960.81,467.0,29.56,32.43,32.67,181.29,182.49,179.59,1994.18,173.78,132.86,467.27,64.73,1100.8,814.55,168.33,175.2,169.68,2050.0,704.0,823.0,3577.0,173.0,143.0,25.0,459.0,73.0,831.0,1075.0,1877.0,2581.0,225.0,477.0,1736.0,1806.0,538.0,771.0,2049.0,562.0,143.0,66.17,67.41,40.21,69.0,70.0,34.0,3573.28,2754.0,2760.95,496.0,27.47,28.08,28.08,173.17,174.44,171.48
FLA,2021,Florida Panthers,5on5,82,0.56,0.56,0.56,239957.0,2354.85,220.25,162.03,546.28,76.7,1277.95,942.77,210.61,222.44,212.79,2438.0,788.0,1076.0,4302.0,218.0,211.0,37.0,569.0,98.0,1010.0,1120.0,2220.0,3008.0,286.0,641.0,1803.0,1890.0,645.0,801.0,2268.0,771.0,187.0,71.59,94.69,53.97,81.0,91.0,46.0,4387.19,3226.0,3268.45,378.0,33.66,47.28,47.28,206.63,208.91,204.85,1835.14,173.3,126.37,431.48,62.56,991.0,742.28,166.63,173.35,166.61,1912.0,615.0,803.0,3330.0,161.0,184.0,20.0,439.0,67.0,724.0,952.0,1751.0,2366.0,289.0,639.0,2009.0,2013.0,565.0,731.0,1795.0,557.0,175.0,55.9,68.89,48.51,60.0,71.0,30.0,3291.55,2527.0,2512.88,380.0,26.33,37.48,37.48,162.16,161.98,159.66
OTT,2021,Ottawa Senators,5on5,82,0.47,0.48,0.48,241227.0,1929.45,165.09,130.19,451.97,63.07,1074.53,788.16,160.68,165.7,161.31,1919.0,754.0,882.0,3555.0,147.0,143.0,18.0,454.0,68.0,839.0,1022.0,1772.0,2526.0,276.0,643.0,1720.0,2291.0,435.0,646.0,1979.0,543.0,151.0,59.36,66.06,39.67,50.0,65.0,32.0,3557.97,2673.0,2675.75,431.0,26.9,26.37,26.64,165.34,165.64,163.5,2085.27,185.4,142.98,475.85,66.24,1159.66,857.87,179.77,187.21,181.53,2114.0,774.0,978.0,3866.0,175.0,151.0,31.0,485.0,67.0,960.0,1050.0,1939.0,2713.0,262.0,623.0,1813.0,1883.0,413.0,660.0,2075.0,661.0,152.0,63.36,79.63,42.41,56.0,79.0,40.0,3895.29,2888.0,2911.22,419.0,29.65,32.69,32.94,182.11,183.75,180.42
VAN,2021,Vancouver Canucks,5on5,82,0.49,0.5,0.5,244761.0,1982.38,160.59,130.19,471.88,66.06,1130.47,833.82,155.72,161.07,156.19,2036.0,757.0,956.0,3749.0,157.0,148.0,24.0,500.0,64.0,841.0,1083.0,1879.0,2636.0,245.0,560.0,1856.0,1788.0,452.0,512.0,2165.0,501.0,127.0,64.93,59.71,35.95,74.0,54.0,29.0,3744.31,2793.0,2795.56,339.0,26.74,30.93,31.15,156.18,156.38,154.03,1985.31,166.18,133.47,471.48,66.1,1123.34,835.43,161.51,167.41,162.72,2052.0,744.0,976.0,3772.0,143.0,142.0,20.0,519.0,67.0,876.0,1049.0,1909.0,2653.0,266.0,578.0,1710.0,1755.0,435.0,545.0,2100.0,567.0,129.0,62.68,68.13,35.38,61.0,61.0,21.0,3796.14,2796.0,2810.81,339.0,27.55,28.77,28.89,164.86,165.82,163.27
STL,2021,St. Louis Blues,5on5,82,0.47,0.47,0.47,243021.0,1853.26,165.78,128.73,418.63,59.87,1037.6,764.65,161.5,168.65,164.27,1909.0,670.0,764.0,3343.0,200.0,137.0,31.0,354.0,51.0,792.0,1045.0,1709.0,2379.0,226.0,493.0,1708.0,1563.0,534.0,559.0,1890.0,571.0,118.0,63.88,69.72,32.19,82.0,85.0,33.0,3418.14,2579.0,2624.8,330.0,26.61,27.29,27.64,164.55,167.01,164.94,2121.36,183.27,143.71,499.65,70.38,1189.26,878.73,176.75,183.02,176.52,2113.0,852.0,794.0,3759.0,171.0,168.0,30.0,473.0,50.0,957.0,1146.0,1942.0,2794.0,246.0,531.0,1763.0,1442.0,668.0,520.0,2221.0,594.0,150.0,71.02,70.74,41.51,79.0,57.0,35.0,3720.6,2965.0,2941.63,315.0,29.74,36.74,37.15,175.86,175.43,172.38
