team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2021,Winnipeg Jets,all,82,0.49,0.5,0.5,298626.0,2602.62,270.26,187.32,581.15,85.37,1459.69,1054.22,260.33,271.08,261.12,2645.0,993.0,1088.0,4726.0,250.0,202.0,32.0,589.0,72.0,1146.0,1379.0,2395.0,3388.0,288.0,648.0,2262.0,1921.0,580.0,868.0,2558.0,812.0,268.0,78.33,100.69,91.24,72.0,94.0,84.0,4757.72,3638.0,3656.33,654.0,41.37,45.81,45.86,265.76,266.55,260.59,2674.4,278.14,191.62,607.83,87.18,1475.08,1067.15,265.99,279.12,266.86,2721.0,986.0,1089.0,4796.0,253.0,226.0,44.0,540.0,74.0,1230.0,1384.0,2468.0,3454.0,297.0,677.0,2196.0,1658.0,570.0,876.0,2611.0,806.0,290.0,77.3,99.4,101.43,61.0,98.0,94.0,4795.23,3707.0,3712.63,620.0,42.5,52.47,52.78,267.86,268.57,261.25
CBJ,2021,Columbus Blue Jackets,all,82,0.45,0.48,0.47,298315.0,2482.55,239.75,169.04,555.48,80.28,1367.1,1028.36,231.01,240.03,231.31,2463.0,977.0,1113.0,4553.0,258.0,175.0,42.0,594.0,93.0,1008.0,1312.0,2205.0,3182.0,284.0,595.0,2257.0,1638.0,584.0,598.0,2529.0,692.0,219.0,75.67,83.32,80.77,86.0,84.0,88.0,4538.5,3440.0,3440.87,317.0,37.07,39.69,39.69,237.14,237.29,231.3,2788.82,289.9,196.96,613.53,89.25,1539.31,1112.11,276.78,292.42,279.19,2889.0,953.0,1073.0,4915.0,297.0,209.0,32.0,641.0,82.0,1169.0,1444.0,2592.0,3545.0,267.0,567.0,2397.0,1436.0,589.0,608.0,2717.0,857.0,268.0,84.14,105.77,100.0,98.0,114.0,85.0,4989.58,3842.0,3882.43,301.0,43.14,49.56,49.56,283.42,285.83,278.1
PIT,2021,Pittsburgh Penguins,all,82,0.53,0.52,0.53,299558.0,2758.55,274.0,194.91,618.55,88.83,1523.82,1109.9,260.94,276.83,263.61,2850.0,960.0,1092.0,4902.0,269.0,232.0,40.0,580.0,90.0,1219.0,1421.0,2581.0,3541.0,249.0,546.0,2361.0,2010.0,652.0,668.0,2770.0,782.0,258.0,83.93,95.01,95.05,80.0,109.0,80.0,4969.06,3810.0,3852.66,318.0,42.81,50.95,51.84,264.97,267.55,261.13,2491.57,239.78,169.4,568.04,81.99,1355.65,1013.14,230.64,239.45,230.35,2577.0,851.0,1094.0,4522.0,222.0,211.0,32.0,573.0,85.0,1042.0,1295.0,2355.0,3206.0,284.0,618.0,2258.0,2187.0,614.0,604.0,2533.0,647.0,248.0,71.93,78.72,89.14,69.0,77.0,76.0,4498.42,3428.0,3415.13,311.0,37.32,45.91,45.91,231.2,231.01,226.24
NSH,2021,Nashville Predators,all,82,0.49,0.49,0.49,298641.0,2447.36,251.48,173.32,546.73,83.03,1405.29,997.16,242.8,252.6,243.89,2440.0,1017.0,1046.0,4503.0,262.0,173.0,38.0,601.0,83.0,1119.0,1219.0,2178.0,3195.0,375.0,935.0,2495.0,2470.0,535.0,764.0,2519.0,711.0,227.0,79.67,85.18,86.63,82.0,92.0,88.0,4519.3,3457.0,3466.91,363.0,38.51,37.68,37.68,252.32,253.07,247.13,2592.78,259.4,185.01,571.43,85.4,1481.63,1036.13,248.36,259.72,248.67,2647.0,972.0,1160.0,4779.0,250.0,159.0,26.0,636.0,112.0,1174.0,1288.0,2397.0,3369.0,350.0,888.0,2374.0,1991.0,569.0,683.0,2655.0,725.0,239.0,82.8,88.36,88.25,77.0,88.0,85.0,4775.74,3619.0,3618.67,378.0,41.5,35.64,35.69,265.22,265.48,257.01
VGK,2021,Vegas Golden Knights,all,82,0.51,0.52,0.53,298785.0,2742.27,266.57,193.39,639.68,90.14,1526.72,1106.52,254.64,267.9,255.94,2830.0,993.0,1241.0,5064.0,262.0,236.0,35.0,640.0,112.0,1268.0,1305.0,2568.0,3561.0,250.0,556.0,2348.0,1680.0,742.0,723.0,2793.0,756.0,274.0,80.11,92.47,93.98,85.0,94.0,83.0,5098.31,3823.0,3841.29,362.0,42.43,51.13,51.13,257.87,259.36,252.9,2424.25,252.35,170.59,547.57,79.0,1333.71,973.79,242.05,252.53,242.21,2459.0,898.0,1310.0,4667.0,244.0,213.0,47.0,454.0,87.0,1072.0,1287.0,2215.0,3113.0,246.0,559.0,2412.0,2534.0,676.0,659.0,2384.0,700.0,273.0,68.69,87.13,96.51,80.0,86.0,78.0,4653.19,3357.0,3352.81,325.0,37.69,49.64,49.68,240.36,239.97,234.34
EDM,2021,Edmonton Oilers,all,82,0.54,0.52,0.51,298753.0,2743.39,286.87,193.89,596.62,86.81,1491.09,1108.72,276.15,288.38,277.62,2791.0,973.0,1197.0,4961.0,285.0,198.0,41.0,583.0,98.0,1226.0,1374.0,2506.0,3479.0,275.0,586.0,2414.0,1853.0,633.0,885.0,2617.0,858.0,289.0,78.14,104.64,104.09,70.0,108.0,107.0,5003.54,3764.0,3790.82,533.0,42.8,45.05,45.33,284.34,285.54,278.43,2571.03,249.37,180.13,580.31,84.23,1436.95,1022.02,240.1,250.78,241.45,2647.0,906.0,1018.0,4571.0,251.0,191.0,35.0,571.0,99.0,1109.0,1332.0,2396.0,3302.0,257.0,543.0,2294.0,1935.0,654.0,926.0,2553.0,776.0,224.0,80.61,92.54,76.22,84.0,91.0,76.0,4567.28,3553.0,3559.95,553.0,39.81,40.62,40.62,248.55,249.82,244.35
FLA,2021,Florida Panthers,all,82,0.55,0.56,0.55,299053.0,2955.67,319.35,211.51,657.81,96.77,1602.65,1162.91,302.83,321.53,305.0,3062.0,989.0,1323.0,5374.0,337.0,268.0,57.0,651.0,113.0,1291.0,1391.0,2725.0,3714.0,320.0,712.0,2364.0,2051.0,801.0,969.0,2752.0,979.0,320.0,86.07,120.44,112.83,100.0,123.0,114.0,5459.19,4051.0,4093.45,447.0,46.68,62.61,62.61,303.4,305.69,296.92,2407.21,260.84,171.92,540.29,82.13,1299.1,950.73,244.85,260.88,244.84,2515.0,790.0,995.0,4300.0,242.0,242.0,33.0,531.0,81.0,980.0,1229.0,2273.0,3063.0,316.0,701.0,2537.0,2180.0,682.0,872.0,2284.0,733.0,288.0,69.38,91.29,100.18,72.0,94.0,76.0,4261.55,3305.0,3290.88,424.0,38.3,52.54,52.54,246.61,246.43,237.56
OTT,2021,Ottawa Senators,all,82,0.48,0.48,0.48,298022.0,2479.31,249.73,177.21,550.74,80.42,1366.06,986.85,240.3,250.35,240.92,2465.0,946.0,1087.0,4498.0,224.0,190.0,26.0,548.0,86.0,1107.0,1256.0,2241.0,3187.0,313.0,728.0,2216.0,2417.0,544.0,809.0,2392.0,764.0,255.0,70.87,93.72,85.14,61.0,86.0,77.0,4500.97,3411.0,3413.75,493.0,39.06,38.37,38.79,250.0,250.3,244.62,2697.37,270.68,194.17,594.2,86.25,1500.13,1076.59,260.9,272.49,262.64,2740.0,982.0,1198.0,4920.0,264.0,214.0,40.0,606.0,92.0,1225.0,1321.0,2476.0,3458.0,307.0,715.0,2408.0,2042.0,524.0,789.0,2608.0,856.0,258.0,79.08,102.68,88.91,68.0,111.0,85.0,4949.29,3722.0,3745.22,466.0,43.01,45.59,45.89,267.79,269.44,262.96
VAN,2021,Vancouver Canucks,all,82,0.5,0.5,0.5,299031.0,2540.92,249.26,174.87,579.49,85.07,1447.01,1041.3,238.15,249.75,238.62,2623.0,954.0,1205.0,4782.0,246.0,198.0,39.0,600.0,91.0,1095.0,1347.0,2377.0,3331.0,273.0,619.0,2403.0,1901.0,558.0,606.0,2660.0,684.0,233.0,79.77,81.95,87.55,96.0,70.0,80.0,4777.31,3577.0,3579.56,377.0,38.52,47.07,47.29,240.5,240.7,234.09,2532.2,251.24,176.89,574.15,83.91,1428.92,1035.89,241.42,252.47,242.62,2612.0,939.0,1176.0,4727.0,231.0,196.0,34.0,624.0,94.0,1125.0,1281.0,2381.0,3320.0,293.0,635.0,2222.0,1869.0,513.0,624.0,2573.0,744.0,234.0,76.51,89.48,85.26,74.0,84.0,73.0,4751.14,3551.0,3565.81,369.0,39.05,43.17,43.29,247.0,247.97,240.98
STL,2021,St. Louis Blues,all,82,0.5,0.48,0.48,297850.0,2393.5,254.52,171.05,516.84,76.99,1335.88,963.98,246.95,257.39,249.72,2492.0,831.0,955.0,4278.0,309.0,179.0,40.0,456.0,68.0,1030.0,1281.0,2183.0,3014.0,259.0,557.0,2269.0,1656.0,617.0,667.0,2328.0,775.0,220.0,77.17,93.41,83.94,104.0,114.0,91.0,4353.14,3323.0,3368.8,381.0,37.65,40.68,41.03,250.95,253.42,249.05,2594.34,251.08,181.35,589.07,86.19,1453.23,1060.08,242.04,250.84,241.8,2591.0,1030.0,1004.0,4625.0,239.0,206.0,37.0,564.0,66.0,1153.0,1393.0,2352.0,3382.0,279.0,595.0,2247.0,1547.0,787.0,638.0,2662.0,739.0,220.0,83.97,89.21,77.9,91.0,78.0,70.0,4586.6,3621.0,3597.63,370.0,39.66,46.36,46.77,243.97,243.54,238.82
