team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2011,Philadelphia Flyers,all,82,0.54,0.52,0.52,300118.0,2634.5,269.18,183.16,590.54,85.45,1434.59,1080.07,256.18,269.72,256.74,2641.0,1002.0,1241.0,4884.0,260.0,221.0,46.0,618.0,75.0,1176.0,1293.0,2381.0,3383.0,444.0,1088.0,2331.0,2058.0,478.0,625.0,2658.0,698.0,287.0,78.31,86.68,104.2,65.0,102.0,93.0,4899.7,3643.0,3653.3,383.0,41.25,53.66,54.15,256.29,256.9,249.25,2385.91,225.16,161.62,549.61,78.49,1300.85,987.27,215.72,225.71,216.24,2329.0,974.0,1208.0,4511.0,225.0,190.0,43.0,528.0,79.0,1043.0,1238.0,2104.0,3078.0,458.0,1110.0,2492.0,2158.0,647.0,594.0,2479.0,595.0,229.0,71.23,72.3,81.63,69.0,80.0,76.0,4503.29,3303.0,3303.43,378.0,35.98,43.17,44.08,217.06,217.24,211.52
OTT,2011,Ottawa Senators,all,82,0.49,0.52,0.5,299717.0,2598.11,232.97,172.57,597.17,83.14,1439.09,1082.06,223.12,232.78,222.96,2574.0,1033.0,1344.0,4951.0,243.0,167.0,40.0,586.0,80.0,1169.0,1362.0,2331.0,3364.0,400.0,991.0,2453.0,1975.0,642.0,762.0,2742.0,642.0,223.0,76.32,76.93,79.72,70.0,91.0,82.0,4921.46,3607.0,3593.74,453.0,37.91,38.35,39.03,231.86,231.49,225.62,2561.15,239.86,177.77,571.79,82.49,1425.69,1064.4,231.97,241.39,233.49,2627.0,935.0,1078.0,4640.0,236.0,177.0,45.0,556.0,83.0,1091.0,1419.0,2391.0,3326.0,359.0,920.0,2440.0,1828.0,689.0,644.0,2615.0,718.0,229.0,75.4,86.0,78.46,71.0,78.0,87.0,4668.72,3562.0,3581.78,406.0,39.46,39.81,42.09,237.23,238.62,233.72
VAN,2011,Vancouver Canucks,all,82,0.49,0.53,0.52,301315.0,2529.42,206.02,172.96,582.93,84.59,1445.55,1080.96,199.99,207.73,201.66,2583.0,990.0,1302.0,4875.0,241.0,135.0,36.0,611.0,85.0,1190.0,1312.0,2342.0,3332.0,370.0,887.0,2529.0,1826.0,539.0,582.0,2835.0,564.0,174.0,76.69,68.71,60.63,90.0,83.0,68.0,4928.33,3573.0,3606.81,403.0,38.31,28.93,32.43,211.91,213.44,209.12,2366.94,214.96,166.85,533.71,79.49,1317.78,986.21,206.71,213.92,205.69,2526.0,773.0,1019.0,4318.0,191.0,168.0,47.0,601.0,81.0,1005.0,1253.0,2335.0,3108.0,368.0,887.0,2320.0,1945.0,625.0,627.0,2451.0,654.0,194.0,71.9,78.88,64.18,55.0,64.0,72.0,4264.66,3299.0,3269.87,409.0,36.94,37.33,40.96,210.94,209.8,205.2
CHI,2011,Chicago Blackhawks,all,82,0.52,0.53,0.52,300972.0,2531.57,224.23,176.58,569.0,82.0,1414.03,1039.16,218.29,224.8,218.87,2583.0,922.0,1190.0,4695.0,241.0,140.0,36.0,601.0,72.0,1121.0,1330.0,2342.0,3264.0,290.0,726.0,2390.0,1500.0,775.0,588.0,2698.0,597.0,210.0,78.11,72.74,73.37,84.0,76.0,81.0,4704.31,3505.0,3515.18,388.0,38.61,32.1,32.64,230.19,230.69,226.88,2311.67,203.65,162.5,520.69,76.3,1289.6,947.25,196.1,203.92,196.35,2343.0,857.0,1029.0,4229.0,231.0,155.0,41.0,478.0,63.0,1070.0,1203.0,2112.0,2969.0,347.0,839.0,2338.0,2193.0,629.0,513.0,2407.0,617.0,176.0,68.91,74.98,59.76,73.0,86.0,72.0,4232.7,3200.0,3202.55,318.0,35.64,36.19,37.65,201.64,202.06,198.18
NSH,2011,Nashville Predators,all,82,0.49,0.46,0.47,298964.0,2217.95,196.04,152.56,494.86,69.23,1227.78,923.52,190.19,196.93,191.02,2261.0,803.0,962.0,4026.0,232.0,142.0,39.0,461.0,83.0,973.0,1173.0,2029.0,2832.0,281.0,647.0,2394.0,1514.0,642.0,658.0,2319.0,558.0,187.0,63.37,67.84,64.83,79.0,82.0,71.0,4043.99,3064.0,3079.83,348.0,33.06,31.21,32.06,197.05,197.8,194.26,2521.19,205.45,169.81,572.12,79.14,1419.57,1050.9,197.04,205.35,196.96,2524.0,973.0,1213.0,4710.0,205.0,134.0,29.0,658.0,73.0,1188.0,1239.0,2319.0,3292.0,282.0,631.0,2492.0,1473.0,606.0,610.0,2788.0,534.0,175.0,78.79,65.82,60.84,68.0,77.0,60.0,4700.08,3497.0,3491.18,332.0,37.23,29.92,30.36,212.33,212.39,206.62
WSH,2011,Washington Capitals,all,82,0.48,0.48,0.48,299149.0,2317.26,191.91,155.92,526.38,75.19,1294.18,986.44,186.35,191.49,185.96,2296.0,934.0,1151.0,4381.0,218.0,141.0,34.0,557.0,94.0,1031.0,1189.0,2078.0,3012.0,315.0,719.0,2380.0,1972.0,602.0,737.0,2489.0,580.0,161.0,68.57,69.37,53.97,88.0,68.0,62.0,4356.05,3230.0,3220.98,509.0,34.29,31.26,32.14,194.06,193.65,189.9,2460.8,209.93,166.05,560.57,79.15,1379.01,1042.31,203.61,211.06,204.7,2475.0,962.0,1302.0,4739.0,226.0,148.0,46.0,586.0,66.0,1124.0,1287.0,2249.0,3211.0,297.0,675.0,2384.0,1936.0,606.0,646.0,2654.0,595.0,188.0,73.04,72.47,64.42,69.0,81.0,76.0,4755.43,3437.0,3445.09,425.0,36.62,37.8,38.28,208.27,209.19,205.11
COL,2011,Colorado Avalanche,all,82,0.5,0.51,0.5,300391.0,2481.43,216.47,168.86,569.39,81.5,1375.3,1045.5,207.15,216.08,206.83,2584.0,873.0,1226.0,4683.0,199.0,230.0,39.0,625.0,66.0,1022.0,1315.0,2385.0,3258.0,339.0,820.0,2409.0,1889.0,704.0,538.0,2677.0,559.0,221.0,74.03,67.39,75.05,63.0,59.0,77.0,4653.42,3457.0,3437.59,314.0,36.88,51.83,52.55,200.8,200.7,197.07,2430.38,214.55,168.37,560.89,80.72,1359.73,1022.73,207.43,215.8,208.64,2427.0,980.0,1111.0,4518.0,218.0,187.0,50.0,519.0,72.0,1076.0,1335.0,2209.0,3189.0,283.0,682.0,2257.0,1631.0,640.0,541.0,2632.0,573.0,202.0,76.45,69.85,68.25,63.0,72.0,83.0,4547.22,3407.0,3429.17,271.0,36.7,38.19,38.42,212.83,213.91,209.31
MTL,2011,Montreal Canadiens,all,82,0.48,0.49,0.49,301076.0,2334.03,203.32,157.18,536.35,75.73,1286.07,982.35,194.53,204.03,195.25,2340.0,901.0,1233.0,4474.0,207.0,159.0,34.0,525.0,67.0,1010.0,1273.0,2133.0,3034.0,380.0,860.0,2287.0,1840.0,468.0,775.0,2484.0,554.0,203.0,66.23,67.54,69.55,78.0,61.0,68.0,4483.03,3241.0,3244.31,614.0,35.27,32.32,33.92,204.68,205.28,199.36,2441.22,218.86,164.16,557.0,78.39,1342.29,1034.31,210.35,219.02,210.49,2432.0,963.0,1341.0,4736.0,214.0,151.0,29.0,540.0,72.0,1077.0,1341.0,2218.0,3181.0,375.0,866.0,2452.0,1771.0,507.0,741.0,2555.0,635.0,205.0,69.08,76.85,72.92,70.0,72.0,72.0,4727.03,3395.0,3391.64,535.0,36.37,32.61,32.68,222.56,222.4,217.23
NYI,2011,New York Islanders,all,82,0.49,0.48,0.49,299978.0,2330.85,226.98,162.07,519.48,77.22,1269.85,1004.41,219.07,227.1,219.16,2410.0,850.0,1145.0,4405.0,196.0,186.0,39.0,570.0,82.0,964.0,1262.0,2214.0,3064.0,294.0,693.0,2188.0,1840.0,853.0,736.0,2386.0,646.0,228.0,69.21,79.58,78.2,56.0,64.0,76.0,4387.84,3260.0,3255.24,391.0,35.66,42.55,42.85,219.8,219.59,216.12,2474.61,238.91,170.34,551.7,81.3,1348.91,1065.84,229.98,240.25,231.29,2469.0,988.0,1364.0,4821.0,251.0,181.0,43.0,582.0,84.0,998.0,1361.0,2218.0,3206.0,301.0,695.0,2371.0,1811.0,744.0,729.0,2531.0,693.0,233.0,71.71,84.76,82.44,89.0,86.0,76.0,4864.62,3457.0,3482.5,337.0,37.34,43.63,45.88,230.38,231.82,227.18
PIT,2011,Pittsburgh Penguins,all,82,0.56,0.55,0.55,299734.0,2788.69,261.54,193.3,619.7,89.47,1555.52,1147.47,250.07,263.73,252.19,2779.0,1088.0,1295.0,5162.0,273.0,212.0,52.0,566.0,150.0,1246.0,1420.0,2506.0,3594.0,362.0,828.0,2500.0,2058.0,439.0,491.0,2881.0,748.0,238.0,87.71,88.61,85.22,90.0,94.0,89.0,5228.42,3867.0,3902.8,242.0,43.17,48.49,48.89,255.82,257.81,249.81,2257.95,209.22,156.84,500.09,73.33,1237.42,943.09,202.42,208.51,201.78,2247.0,873.0,1065.0,4185.0,218.0,165.0,38.0,435.0,131.0,935.0,1236.0,2029.0,2902.0,372.0,880.0,2457.0,1959.0,484.0,551.0,2273.0,649.0,198.0,64.56,78.69,65.98,63.0,84.0,71.0,4144.44,3120.0,3101.54,326.0,34.6,33.89,34.58,209.24,208.52,204.45
