team,season,name,situation,gamesPlayed,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2017,Minnesota Wild,all,82,0.53,0.47,0.48,298736,2400.99,238.25,172.37,530.73,77.07,1322.26,1001.3,228.64,240.14,230.48,2477,865,1016,4358,250,205,44,520,80,1045,1242,2227,3092,303,644,2415,1367,480,511,2421,703,218,69.56,86.34,82.35,74,95,81,4401.8,3342,3367.11,293,38.2,48.04,48.4,228.06,229.82,224.58,2561.1,213.03,174.91,585.98,83.51,1470.63,1105.94,205.45,212.38,204.81,2569,1065,1295,4929,229,151,29,609,83,1177,1385,2340,3405,275,589,2434,1514,383,579,2862,596,176,78.67,70.43,63.93,83,74,72,4890.72,3634,3612.44,332,38.57,32.43,32.56,219.05,218.34,213.04
DAL,2017,Dallas Stars,all,82,0.52,0.51,0.51,298873,2501.99,233.8,170.78,574.87,83.75,1394.77,1063.01,224.17,233.94,224.35,2561,960,1293,4814,231,204,38,557,92,1125,1312,2330,3290,333,750,2701,1861,459,697,2613,686,222,73.44,82.35,78.02,83,78,70,4815.02,3521,3519.82,367,38.19,47.83,47.89,224.11,224.18,218.69,2398.88,215.82,160.61,555.49,78.92,1346.11,1039.05,207.53,216.5,208.16,2447,949,1272,4668,222,171,38,531,96,1105,1271,2225,3174,300,677,2443,1707,426,743,2631,567,198,72.07,69.14,74.61,94,58,70,4677.61,3396,3404.46,406,35.75,38.5,38.56,213.01,213.65,208.6
NYI,2017,New York Islanders,all,82,0.47,0.47,0.47,299008,2439.93,228.24,174.56,537.54,79.76,1387.71,1058.18,220.41,228.44,220.58,2573,893,1226,4692,261,161,45,547,91,1149,1257,2312,3205,263,571,2404,1816,541,920,2568,705,193,76.4,83.96,67.88,86,86,89,4675.96,3466,3460.77,474,38.45,39.01,39.33,227.37,227.29,222.7,2803.57,258.07,196.4,632.33,93.1,1588.87,1179.25,249.34,259.82,251.04,2918,1030,1263,5211,293,188,53,755,113,1159,1440,2625,3655,271,601,2515,1671,674,859,2977,742,229,87.97,88.2,81.89,93,96,104,5252.59,3948,3974.48,453,43.12,43.75,43.99,257.19,258.98,252.64
NJD,2017,New Jersey Devils,all,82,0.5,0.49,0.49,299390,2573.71,225.37,169.13,589.23,85.3,1410.25,1082.72,218.57,226.09,219.27,2600,962,1004,4566,243,171,47,577,113,1046,1412,2357,3319,289,630,2371,1816,679,653,2672,690,200,74.59,83.55,67.22,84,74,85,4576.54,3562,3570.34,371,37.08,38.55,38.69,223.76,224.47,220.6,2626.75,227.2,173.85,598.38,85.59,1462.6,1123.37,218.61,227.55,218.96,2616,1055,1176,4847,240,165,39,687,127,1159,1293,2376,3431,292,630,2675,1949,655,651,2800,688,183,81.23,83.38,62.59,85,92,63,4846.79,3671,3674.31,346,38.14,38.37,38.37,226.97,227.06,221.54
NSH,2017,Nashville Predators,all,82,0.51,0.51,0.51,300401,2639.27,236.35,179.48,594.94,85.27,1473.08,1129.95,228.03,239.16,230.74,2641,1059,1227,4927,261,164,47,590,109,1245,1331,2380,3439,345,760,2753,1656,648,795,2818,657,225,80.11,79.83,76.4,83,90,88,5007.96,3700,3745.79,440,39.75,34.24,34.93,241.1,243.71,237.81,2574.47,231.66,178.33,579.58,83.42,1427.76,1083.26,223.44,230.04,221.9,2660,924,1204,4788,204,183,31,683,88,1136,1290,2456,3380,332,729,2412,1653,596,784,2723,656,205,78.69,80.05,72.92,76,62,66,4718.27,3584,3542.47,436,39.66,38.25,38.84,232.48,230.89,225.95
TBL,2017,Tampa Bay Lightning,all,82,0.52,0.51,0.51,298776,2681.14,256.92,188.81,596.84,86.9,1511.75,1123.86,246.09,258.68,247.76,2680,1086,1218,4984,290,169,40,516,167,1263,1361,2390,3476,327,709,2441,1728,575,692,2726,828,212,81.02,98.65,77.25,94,115,81,5050.31,3766,3805.68,346,41.82,38.44,38.69,259.98,261.49,254.78,2552.63,235.77,179.19,574.63,82.59,1451.16,1060.66,226.81,234.81,225.88,2683,901,1127,4711,234,152,40,496,178,1173,1351,2449,3350,333,727,2621,1711,555,714,2718,652,214,80.64,78.1,77.03,74,81,79,4664.74,3584,3556.16,404,39.84,34.65,34.65,240.96,239.82,233.1
FLA,2017,Florida Panthers,all,82,0.5,0.5,0.5,298352,2751.97,247.25,178.77,618.71,90.85,1527.04,1190.39,237.43,247.84,238.05,2823,1030,1088,4941,245,214,39,621,112,1173,1488,2578,3608,321,787,2657,1653,746,1076,2944,698,211,85.97,83.16,78.13,84,80,81,4958.03,3853,3861.78,581,39.36,43.06,43.51,243.1,243.79,237.6,2678.02,249.79,179.28,598.97,90.5,1498.35,1172.11,239.1,250.71,239.95,2839,950,1172,4961,243,204,37,660,103,1171,1409,2596,3546,334,839,2579,1500,683,880,2825,741,223,82.07,88.74,78.98,71,95,77,4948.59,3789,3785.1,469,39.71,40.8,41.16,248.34,248.67,241.78
TOR,2017,Toronto Maple Leafs,all,82,0.52,0.5,0.49,299285,2585.78,269.41,178.49,585.26,87.01,1453.02,1072.52,255.4,270.61,256.56,2642,1071,1289,5002,270,180,41,589,79,1219,1377,2372,3443,254,548,2688,1632,690,1005,2605,867,241,81.82,104.71,82.87,84,110,76,5062.16,3713,3744.17,644,39.74,40.43,40.79,264.06,265.17,256.13,2703.28,246.92,180.6,627.2,88.72,1526.16,1155.01,237.76,246.83,237.64,2776,1086,1104,4966,230,177,42,565,117,1338,1435,2546,3632,256,542,2499,1953,610,932,2924,735,203,87.02,88.0,71.9,77,77,76,4921.45,3862,3840.77,625,39.7,41.27,41.3,242.97,242.84,236.45
BOS,2017,Boston Bruins,all,82,0.54,0.53,0.53,298942,2668.71,251.8,181.26,601.15,88.94,1476.98,1133.87,242.62,252.81,243.55,2703,1031,1192,4926,267,178,48,713,108,1151,1317,2436,3467,300,694,2577,1914,682,760,2796,713,225,83.81,84.23,83.76,83,93,91,4959.81,3734,3751.87,344,39.66,42.76,43.11,248.36,248.93,243.07,2373.69,215.04,160.92,534.03,78.19,1321.27,1023.56,206.26,215.16,206.33,2400,933,1072,4405,211,140,32,550,97,1070,1265,2189,3122,308,712,2501,2256,850,958,2502,649,182,70.82,78.37,65.86,68,75,68,4379.98,3333,3323.06,458,35.67,31.7,34.3,216.41,216.33,211.19
NYR,2017,New York Rangers,all,82,0.47,0.47,0.47,298770,2470.2,225.03,169.35,554.28,80.13,1372.64,1055.57,216.84,224.43,216.27,2538,919,1067,4524,228,162,37,624,94,1046,1303,2310,3229,282,615,2384,1714,713,1039,2586,666,205,74.72,80.09,70.21,66,77,85,4472.97,3457,3424.89,570,37.34,35.16,35.21,227.15,226.35,221.59,2760.3,249.19,186.03,632.73,91.98,1550.67,1194.48,238.24,251.32,240.31,2899,1007,1228,5134,263,217,50,587,97,1278,1464,2636,3643,273,604,2454,1667,668,952,2932,734,240,81.07,87.03,81.08,98,83,82,5213.56,3906,3957.59,490,40.48,45.22,45.69,243.9,245.88,240.17
